transaction_id,date,account_key,department_key,vendor_key,product_key,customer_key,amount,approval_status,procurement_method,approver_id,approval_date,purchase_order_number,contract_reference
19495,2023-01-25,3,17,870,96,526,227.77,Pending,RFP,,,,
19496,2023-01-23,1,25,311,82,344,142.52,Pending,Quotes,,,PO-126122,
19497,2023-01-14,3,12,497,40,373,314.25,Approved,Emergency,587,2023-01-21,PO-338862,CTR-2020-7353
19498,2023-01-28,2,13,22,91,518,157.38,Approved,Quotes,887,2023-02-07,PO-927041,
19499,2023-01-15,1,20,976,79,517,343.06,Pending,RFP,,,PO-405708,CTR-2024-4422
19500,2023-01-23,1,39,681,32,743,277.77,Approved,Quotes,7,2023-01-25,PO-839060,
19501,2023-01-07,2,13,842,55,857,180.96,Approved,RFP,123,2023-01-17,PO-332208,
19502,2023-01-06,2,23,916,25,844,327.59,Pending,Contract,,,PO-612938,CTR-2021-9992
19503,2023-01-14,1,36,915,55,788,209.09,Approved,Quotes,888,2023-01-27,PO-823474,
19504,2023-01-03,3,40,198,94,605,278.27,Approved,RFP,930,2023-01-12,,CTR-2021-4779
19505,2023-01-17,3,28,592,37,480,377.58,Approved,RFP,429,2023-01-27,PO-897142,
19506,2023-01-17,1,14,373,28,471,425.11,Pending,RFP,,,,
19507,2023-01-11,3,24,822,3,422,187.2,Approved,Quotes,206,2023-01-15,PO-325908,
19508,2023-01-08,1,15,370,88,792,160.56,Pending,Contract,,,,CTR-2023-6245
19509,2023-01-11,1,21,637,62,100,429.81,Approved,RFP,220,2023-01-15,PO-320090,
19510,2023-01-12,1,30,111,41,524,170.18,Approved,RFP,157,2023-01-22,PO-818917,CTR-2020-3898
19511,2023-01-17,2,25,81,30,440,150.3,Approved,Quotes,939,2023-01-30,PO-265002,CTR-2025-3996
19512,2023-01-01,3,14,552,2,147,117.72,Approved,Contract,776,2023-01-04,PO-873862,CTR-2025-9272
19513,2023-01-10,3,24,573,42,908,321.76,Approved,RFP,192,2023-01-18,PO-534230,CTR-2023-5681
19514,2023-01-25,2,18,965,1,650,383.34,Approved,Quotes,130,2023-02-04,PO-721820,
19515,2023-01-19,2,40,392,20,123,441.77,Approved,RFP,672,2023-01-21,PO-863211,
19516,2023-01-23,3,20,611,26,259,31.88,Approved,RFP,172,2023-01-28,,
19517,2023-01-23,1,40,37,69,370,143.47,Approved,Quotes,167,2023-01-30,PO-999238,
19518,2023-01-11,1,21,673,38,31,78.08,Pending,RFP,,,PO-857062,CTR-2022-7143
19519,2023-01-03,3,13,899,86,63,186.55,Approved,Quotes,65,2023-01-14,PO-991199,
19520,2023-01-26,2,13,608,37,199,356.42,Approved,RFP,143,2023-02-01,PO-518758,CTR-2024-3906
19521,2023-01-04,2,36,105,87,957,228.18,Approved,Quotes,996,2023-01-11,PO-348884,
19522,2023-01-22,3,22,451,46,357,192.84,Pending,Contract,,,,CTR-2022-3425
19523,2023-01-29,1,33,886,75,897,351.57,Approved,RFP,523,2023-02-11,PO-407997,
19524,2023-01-10,2,32,820,84,972,250.15,Approved,Quotes,881,2023-01-19,PO-799337,
19525,2023-01-16,1,16,728,49,859,107.31,Approved,Emergency,952,2023-01-20,PO-485269,CTR-2020-2601
19526,2023-01-15,1,15,971,6,354,120.03,Approved,RFP,744,2023-01-21,PO-727606,
19527,2023-01-08,2,31,501,30,10,71.33,Approved,RFP,207,2023-01-22,PO-678961,
19528,2023-01-14,1,11,671,4,253,231.05,Rejected,Quotes,199,2023-01-19,PO-221196,CTR-2022-2393
19529,2023-01-16,3,28,258,75,577,125.4,Approved,Quotes,609,2023-01-26,PO-270388,
19530,2023-01-27,1,37,981,84,815,289.99,Approved,Quotes,375,2023-01-29,PO-170958,
19531,2023-01-29,2,29,180,78,466,41.69,Approved,Quotes,343,2023-02-06,PO-151668,
19532,2023-01-09,1,27,18,42,102,116.01,Approved,Emergency,985,2023-01-18,,CTR-2023-8342
19533,2023-01-06,2,32,459,87,53,305.4,Pending,Quotes,,,PO-405568,CTR-2020-3559
19534,2023-01-02,2,32,849,48,567,429.2,Approved,RFP,544,2023-01-12,PO-464912,
19535,2023-01-13,2,21,364,5,732,337.27,Approved,Quotes,657,2023-01-16,PO-526980,CTR-2022-2817
19536,2023-01-09,2,21,425,41,911,386.59,Pending,Quotes,,,PO-374264,
19537,2023-01-06,1,25,499,21,702,378.33,Approved,RFP,843,2023-01-18,,
19538,2023-01-26,2,26,65,40,262,50.5,Pending,Quotes,,,PO-923537,
19539,2023-01-25,3,26,876,28,656,170.64,Approved,Quotes,585,2023-01-27,PO-923055,
19540,2023-01-01,3,21,533,51,3,223.96,Approved,RFP,146,2023-01-12,,
19541,2023-01-15,1,11,246,61,48,278.52,Approved,RFP,738,2023-01-23,,
19542,2023-01-23,3,37,278,78,721,145.86,Approved,Contract,960,2023-01-27,,CTR-2023-9114
19543,2023-01-03,2,23,726,22,843,236.61,Approved,Contract,351,2023-01-06,PO-430566,CTR-2024-5141
19544,2023-01-25,2,20,883,15,677,399.7,Approved,RFP,984,2023-02-03,,
19545,2023-01-15,2,36,204,68,594,331.35,Approved,RFP,920,2023-01-18,,
19546,2023-01-21,2,27,85,79,846,225.3,Approved,Contract,568,2023-01-22,PO-194337,CTR-2024-7646
19547,2023-01-04,3,37,591,43,342,5.9,Approved,RFP,361,2023-01-13,PO-108667,
19548,2023-01-02,1,36,844,75,150,177.7,Approved,RFP,556,2023-01-07,,CTR-2024-3802
19549,2023-01-13,1,23,936,71,224,35.1,Approved,Quotes,66,2023-01-15,,CTR-2024-3862
19550,2023-01-19,1,35,564,65,828,421.55,Approved,RFP,152,2023-01-25,PO-478750,
19551,2023-01-09,1,19,938,72,953,249.31,Approved,Contract,827,2023-01-21,PO-476083,CTR-2024-4159
19552,2023-01-02,1,37,512,45,904,301.84,Approved,Quotes,162,2023-01-14,,
19553,2023-01-17,1,39,908,77,197,329.89,Approved,Contract,584,2023-01-28,PO-741088,CTR-2025-4787
19554,2023-01-08,2,39,105,54,308,130.3,Approved,Quotes,839,2023-01-09,,
19555,2023-01-06,3,34,725,83,168,402.53,Approved,RFP,633,2023-01-15,PO-853937,
19556,2023-01-11,1,26,495,74,345,168.89,Approved,Quotes,161,2023-01-16,,CTR-2021-4702
19557,2023-01-27,1,10,708,58,438,76.09,Approved,RFP,722,2023-02-03,,
19558,2023-01-09,3,33,954,41,454,159.2,Approved,Quotes,892,2023-01-12,,
19559,2023-01-16,3,31,284,77,281,190.04,Rejected,RFP,833,2023-01-24,PO-743793,
19560,2023-01-24,3,38,199,76,383,444.53,Approved,Quotes,590,2023-01-31,PO-951533,
19561,2023-01-12,2,31,377,77,451,442.75,Pending,RFP,,,PO-670401,
19562,2023-01-10,1,26,200,53,859,123.64,Approved,Quotes,20,2023-01-18,,
19563,2023-01-20,1,35,97,17,623,438.9,Approved,Quotes,37,2023-01-30,PO-486146,CTR-2021-8427
19564,2023-01-08,1,16,439,5,234,277.84,Approved,Contract,58,2023-01-22,,CTR-2021-1803
19565,2023-01-19,3,33,892,91,248,179.61,Approved,Contract,236,2023-01-26,,CTR-2025-4782
19566,2023-01-07,2,23,19,86,643,92.25,Pending,RFP,,,PO-767697,CTR-2024-6989
19567,2023-01-22,3,19,6,25,324,140.1,Rejected,Emergency,885,2023-01-31,PO-167444,
19568,2023-01-07,1,14,402,52,948,199.41,Pending,Contract,,,PO-578863,CTR-2025-5346
19569,2023-01-23,1,37,696,14,679,268.03,Pending,RFP,,,,
19570,2023-01-09,3,22,976,77,960,14.81,Approved,Quotes,544,2023-01-18,PO-102816,CTR-2024-8157
19571,2023-01-04,2,34,928,55,948,169.94,Approved,Quotes,776,2023-01-11,PO-739995,
19572,2023-01-08,3,21,59,70,944,22.67,Approved,Quotes,912,2023-01-10,PO-273881,
19573,2023-01-26,1,18,471,58,906,266.28,Approved,RFP,807,2023-02-09,PO-847312,CTR-2021-5145
19574,2023-01-16,1,16,734,43,451,291.28,Approved,Quotes,502,2023-01-20,,
19575,2023-01-26,2,37,126,33,144,27.46,Pending,RFP,,,,CTR-2021-1901
19576,2023-01-06,1,10,84,85,556,395.15,Approved,RFP,53,2023-01-15,PO-455181,
19577,2023-01-03,3,36,354,48,778,109.21,Pending,RFP,,,PO-459815,CTR-2025-3021
19578,2023-01-12,2,40,724,84,181,156.51,Approved,Contract,366,2023-01-21,PO-675584,CTR-2023-9560
19579,2023-01-01,3,36,193,24,200,33.74,Approved,Emergency,840,2023-01-14,PO-322368,
19580,2023-01-07,2,33,116,82,151,398.78,Approved,Quotes,153,2023-01-09,,
19581,2023-01-15,2,31,645,69,513,310.88,Approved,RFP,350,2023-01-21,PO-472395,CTR-2020-5369
19582,2023-01-05,3,28,599,11,145,326.94,Approved,Quotes,454,2023-01-19,PO-843109,
19583,2023-01-17,1,40,788,17,210,2.51,Approved,Contract,34,2023-01-20,,CTR-2024-7635
19584,2023-01-12,1,35,442,4,281,245.76,Rejected,Quotes,677,2023-01-25,,
19585,2023-01-13,2,37,543,48,241,347.02,Approved,Quotes,216,2023-01-27,,CTR-2024-6315
19586,2023-01-23,2,17,960,68,210,282.13,Approved,RFP,209,2023-02-01,,
19587,2023-01-24,2,38,79,27,303,341.93,Pending,Contract,,,PO-326167,CTR-2021-3543
19588,2023-01-19,1,40,663,17,751,388.84,Approved,RFP,456,2023-01-30,,
19589,2023-01-02,1,30,960,21,48,271.75,Approved,RFP,632,2023-01-09,PO-588595,CTR-2022-2405
19590,2023-01-07,1,35,670,30,111,355.2,Approved,Contract,601,2023-01-18,,CTR-2025-5336
19591,2023-01-21,1,22,53,6,389,267.69,Approved,Contract,661,2023-01-25,,CTR-2023-5065
19592,2023-01-17,2,15,3,48,939,143.54,Approved,Quotes,419,2023-01-18,,CTR-2022-2881
19593,2023-01-10,1,21,769,54,720,217.3,Pending,Contract,,,PO-331140,CTR-2020-2185
19594,2023-01-24,1,21,46,76,464,168.7,Approved,RFP,728,2023-01-25,,
19595,2023-01-05,3,30,309,14,947,31.06,Approved,Contract,684,2023-01-18,PO-382095,CTR-2025-7443
19596,2023-01-26,2,37,716,68,416,6.96,Approved,Contract,51,2023-01-28,PO-994136,CTR-2024-1948
19597,2023-01-26,2,33,722,82,137,298.55,Approved,Quotes,978,2023-02-06,PO-985050,CTR-2025-5574
19598,2023-01-04,3,10,643,3,233,257.61,Approved,RFP,177,2023-01-09,,
19599,2023-01-15,3,25,200,26,249,390.31,Approved,RFP,117,2023-01-20,PO-591693,CTR-2021-5558
19600,2023-01-17,2,14,919,40,420,114.56,Approved,Quotes,837,2023-01-27,,
19601,2023-01-29,2,40,967,78,184,88.16,Approved,RFP,538,2023-02-06,PO-783538,
19602,2023-01-21,2,29,246,94,745,175.89,Approved,Contract,678,2023-01-24,PO-637356,CTR-2020-2405
19603,2023-01-24,1,30,72,42,238,375.68,Approved,Quotes,666,2023-02-05,PO-642889,
19604,2023-01-05,1,36,210,85,407,418.27,Approved,Quotes,882,2023-01-16,PO-873553,
19605,2023-01-01,2,35,154,25,169,66.14,Approved,Quotes,290,2023-01-07,,
19606,2023-01-15,1,31,919,88,459,134.36,Approved,Contract,209,2023-01-27,PO-438296,CTR-2020-5210
19607,2023-01-12,2,33,489,32,746,269.38,Pending,Emergency,,,,
19608,2023-01-11,1,40,203,3,342,113.64,Approved,Contract,99,2023-01-25,,CTR-2023-1054
19609,2023-01-12,3,22,463,48,159,306.45,Approved,RFP,951,2023-01-13,PO-608057,
19610,2023-01-11,1,29,996,16,455,427.63,Approved,Quotes,148,2023-01-12,PO-336263,
19611,2023-01-25,3,37,341,88,649,233.58,Approved,RFP,897,2023-01-29,PO-449381,
19612,2023-01-23,3,25,916,87,641,186.59,Pending,RFP,,,,
19613,2023-01-06,3,28,12,3,306,115.18,Pending,Contract,,,PO-277127,CTR-2024-1024
19614,2023-01-16,3,37,64,9,905,266.92,Approved,Quotes,492,2023-01-25,PO-115215,
19615,2023-01-10,2,29,389,1,786,159.17,Approved,Quotes,263,2023-01-21,PO-771462,CTR-2022-7796
19616,2023-01-21,1,10,325,32,450,276.97,Approved,RFP,252,2023-01-29,,CTR-2023-1690
19617,2023-01-21,3,22,80,56,992,392.91,Approved,Quotes,956,2023-01-29,PO-340895,
19618,2023-01-11,2,31,752,61,342,217.54,Approved,Contract,176,2023-01-21,,CTR-2025-2561
19619,2023-01-11,2,30,497,52,835,335.11,Approved,Quotes,1,2023-01-22,PO-136623,
19620,2023-01-29,2,24,1,54,529,70.26,Approved,Quotes,909,2023-02-02,,
19621,2023-01-15,1,18,9,36,231,204.79,Approved,RFP,633,2023-01-23,,
19622,2023-01-22,3,17,176,95,640,345.99,Approved,RFP,894,2023-02-02,PO-878012,
19623,2023-01-13,3,38,792,60,38,306.86,Approved,Quotes,119,2023-01-23,PO-454580,
19624,2023-01-29,3,24,746,29,944,43.93,Approved,RFP,300,2023-02-10,,CTR-2024-1210
19625,2023-01-21,2,10,485,10,293,262.38,Approved,RFP,144,2023-01-23,PO-124112,
19626,2023-01-17,3,16,264,20,9,191.6,Approved,RFP,100,2023-01-29,PO-751609,
19627,2023-01-15,2,27,68,56,557,236.96,Approved,Contract,409,2023-01-18,PO-398549,CTR-2024-5299
19628,2023-01-07,1,16,764,98,228,115.05,Approved,Quotes,101,2023-01-19,PO-138566,
19629,2023-01-24,1,22,863,77,664,405.26,Pending,Contract,,,,CTR-2020-2477
19630,2023-01-05,3,11,67,62,869,162.23,Approved,RFP,746,2023-01-16,,
19631,2023-01-19,1,27,184,28,675,319.09,Approved,RFP,670,2023-01-26,PO-404237,CTR-2023-9705
19632,2023-01-05,3,23,689,90,619,426.02,Approved,Quotes,748,2023-01-10,,CTR-2024-6140
19633,2023-01-27,3,37,907,6,263,236.45,Approved,RFP,650,2023-01-29,PO-826372,
19634,2023-01-13,2,27,602,85,851,72.01,Approved,RFP,215,2023-01-23,PO-592580,CTR-2024-8543
19635,2023-01-03,1,22,680,86,952,99.66,Approved,Quotes,21,2023-01-13,PO-723653,
19636,2023-01-10,3,38,708,7,424,246.93,Pending,Quotes,,,PO-426270,CTR-2024-4062
19637,2023-01-06,3,31,155,91,912,90.65,Approved,RFP,475,2023-01-18,,
19638,2023-01-14,2,12,972,7,634,397.58,Approved,RFP,138,2023-01-21,,CTR-2023-6081
19639,2023-01-17,3,26,427,82,69,256.48,Approved,RFP,178,2023-01-22,PO-777586,
19640,2023-01-14,3,23,145,78,744,64.54,Approved,RFP,442,2023-01-20,,
19641,2023-01-27,1,19,531,14,263,303.47,Approved,RFP,322,2023-02-03,PO-732863,
19642,2023-01-07,1,16,631,13,587,445.57,Approved,Quotes,937,2023-01-13,,
19643,2023-01-02,3,20,567,85,559,250.74,Approved,Contract,408,2023-01-15,,CTR-2025-8162
19644,2023-01-03,2,14,217,2,795,231.28,Pending,RFP,,,PO-113819,CTR-2022-1534
19645,2023-01-26,3,39,278,22,798,192.87,Rejected,Contract,266,2023-02-01,PO-514491,CTR-2021-8164
19646,2023-01-11,2,17,139,92,704,222.25,Approved,RFP,300,2023-01-15,,CTR-2022-5014
19647,2023-01-27,2,15,448,21,429,325.96,Approved,Quotes,869,2023-02-04,,CTR-2021-8829
19648,2023-01-28,3,31,61,45,868,186.95,Approved,Contract,836,2023-01-31,PO-964353,CTR-2022-7111
19649,2023-01-18,2,31,166,87,680,231.02,Approved,RFP,423,2023-01-29,PO-655997,
19650,2023-01-23,3,27,508,84,403,410.8,Approved,Quotes,448,2023-02-03,,
19651,2023-01-05,2,28,352,81,809,196.81,Approved,RFP,342,2023-01-06,PO-804422,
19652,2023-01-21,1,19,792,16,123,434.04,Approved,Quotes,595,2023-02-04,,
19653,2023-01-27,1,28,139,74,344,280.38,Approved,Quotes,685,2023-01-29,PO-653873,
19654,2023-01-14,1,19,1000,18,75,272.29,Approved,RFP,174,2023-01-18,PO-921085,
19655,2023-01-04,1,31,69,67,144,260.03,Pending,Quotes,,,PO-869813,CTR-2020-9648
19656,2023-01-28,1,33,296,97,383,50.93,Approved,RFP,854,2023-02-08,,
19657,2023-01-29,1,12,725,88,275,38.04,Approved,RFP,432,2023-02-10,,CTR-2024-2012
19658,2023-01-26,1,38,820,99,73,426.73,Rejected,RFP,146,2023-01-27,,
19659,2023-01-15,3,25,852,36,672,109.79,Approved,Emergency,833,2023-01-26,PO-867818,
19660,2023-01-23,3,21,990,52,622,438.78,Approved,Quotes,707,2023-02-05,,
19661,2023-01-11,1,15,762,43,282,163.01,Approved,Contract,735,2023-01-13,,CTR-2021-5283
19662,2023-01-09,3,19,320,58,770,423.92,Rejected,Quotes,574,2023-01-17,PO-294585,
19663,2023-01-29,3,21,762,10,286,327.65,Rejected,Quotes,466,2023-02-03,PO-418326,
19664,2023-01-09,3,24,179,99,28,61.82,Approved,RFP,469,2023-01-19,,
19665,2023-01-14,2,38,973,71,190,81.43,Approved,Emergency,195,2023-01-19,,
19666,2023-01-28,2,37,631,13,566,45.69,Approved,Quotes,751,2023-02-11,PO-327983,CTR-2023-5369
19667,2023-01-01,3,14,956,91,779,27.84,Pending,Quotes,,,PO-629512,CTR-2021-9260
19668,2023-01-23,2,16,812,7,520,153.55,Approved,Quotes,980,2023-02-01,,CTR-2021-6201
19669,2023-01-26,3,19,634,74,175,362.4,Approved,RFP,183,2023-02-02,,
19670,2023-01-05,3,19,618,8,695,176.56,Approved,Quotes,579,2023-01-08,PO-565572,
19671,2023-01-25,1,22,424,24,629,213.21,Approved,RFP,234,2023-02-02,PO-480165,
19672,2023-01-15,1,12,767,14,658,159.98,Pending,Quotes,,,,
19673,2023-01-19,1,24,418,83,542,79.89,Approved,Quotes,359,2023-01-22,PO-271589,
19674,2023-01-02,2,28,553,9,882,447.2,Approved,RFP,511,2023-01-13,PO-415965,CTR-2023-3962
19675,2023-01-18,3,17,960,29,142,126.65,Pending,RFP,,,PO-251294,
19676,2023-01-24,3,23,530,16,176,73.58,Approved,Quotes,801,2023-01-25,PO-120989,
19677,2023-01-12,2,10,439,84,693,427.1,Approved,Quotes,721,2023-01-17,PO-216314,
19678,2023-01-13,3,38,535,25,644,246.93,Approved,Quotes,568,2023-01-23,,
19679,2023-01-22,3,19,138,95,529,156.87,Approved,Quotes,561,2023-01-27,,CTR-2021-8566
19680,2023-01-22,1,12,99,43,37,388.09,Approved,Quotes,772,2023-02-01,PO-719611,
19681,2023-01-22,1,32,112,81,647,314.75,Approved,RFP,550,2023-01-25,,
19682,2023-01-21,3,16,229,79,296,124.9,Approved,RFP,975,2023-01-27,,CTR-2025-4059
19683,2023-01-15,3,38,340,45,278,318.46,Pending,Quotes,,,PO-123694,CTR-2021-5692
19684,2023-01-14,2,31,284,49,191,357.83,Approved,RFP,958,2023-01-17,PO-382217,
19685,2023-01-15,2,40,71,93,884,37.87,Approved,RFP,925,2023-01-23,,CTR-2021-5545
19686,2023-01-15,1,15,404,61,144,65.64,Approved,Contract,880,2023-01-28,PO-933100,CTR-2025-8521
19687,2023-01-02,2,32,19,42,139,316.99,Approved,RFP,312,2023-01-03,PO-179231,
19688,2023-01-10,2,31,796,42,911,35.95,Approved,Quotes,34,2023-01-15,PO-291611,
19689,2023-01-13,1,14,567,1,105,226.82,Approved,Contract,990,2023-01-24,PO-780760,CTR-2024-6806
19690,2023-01-01,1,27,876,40,168,128.34,Approved,Quotes,20,2023-01-15,PO-182847,CTR-2023-4206
19691,2023-01-16,2,30,424,10,670,62.8,Approved,RFP,301,2023-01-20,PO-473776,
19692,2023-01-27,2,40,597,44,315,47.36,Pending,RFP,,,PO-199159,CTR-2022-2900
19693,2023-01-06,2,26,213,48,617,353.1,Approved,RFP,195,2023-01-15,,
19694,2023-01-10,2,14,967,29,564,418.85,Approved,RFP,786,2023-01-13,PO-124372,
19695,2023-01-18,2,32,138,72,690,145.37,Approved,RFP,789,2023-01-24,PO-220713,
19696,2023-01-07,3,15,172,26,627,253.92,Approved,RFP,306,2023-01-14,,CTR-2023-6910
19697,2023-01-27,3,33,989,53,713,203.74,Approved,RFP,854,2023-01-31,PO-673521,
19698,2023-01-20,2,11,885,49,911,424.44,Pending,Quotes,,,PO-896874,
19699,2023-01-24,1,28,259,14,254,189.99,Approved,Quotes,960,2023-01-31,,
19700,2023-01-01,2,38,218,45,281,136.31,Approved,Quotes,928,2023-01-11,PO-742752,CTR-2022-3754
19701,2023-01-02,3,29,299,74,302,181.04,Approved,RFP,693,2023-01-06,PO-176320,
19702,2023-01-24,3,40,791,98,600,72.53,Approved,Quotes,174,2023-02-05,PO-723374,
19703,2023-01-03,2,29,56,73,921,60.06,Approved,Quotes,902,2023-01-07,PO-739991,
19704,2023-01-26,3,23,317,25,756,111.52,Pending,Emergency,,,,
19705,2023-01-04,1,13,864,33,222,75.91,Approved,Quotes,823,2023-01-07,PO-824579,CTR-2020-7476
19706,2023-01-24,1,36,131,11,628,192.9,Pending,Quotes,,,PO-479882,
19707,2023-01-11,1,13,439,52,907,438.66,Approved,RFP,711,2023-01-24,,
19708,2023-01-07,1,21,570,79,97,427.76,Approved,RFP,373,2023-01-13,PO-344915,
19709,2023-01-06,3,33,968,45,888,373.37,Rejected,Quotes,924,2023-01-09,PO-368534,CTR-2021-4488
19710,2023-01-11,1,25,423,30,503,81.7,Pending,RFP,,,PO-782236,
19711,2023-01-26,2,24,857,62,557,167.34,Approved,Quotes,517,2023-02-04,PO-877222,
19712,2023-01-09,1,39,884,50,890,108.84,Approved,RFP,984,2023-01-17,PO-912512,
19713,2023-01-19,1,37,224,39,556,436.41,Approved,RFP,110,2023-01-24,PO-760064,
19714,2023-01-25,1,28,427,38,615,204.98,Approved,RFP,812,2023-01-27,,
19715,2023-01-29,1,39,168,50,223,424.14,Approved,Contract,238,2023-02-11,PO-216908,CTR-2023-3207
19716,2023-01-09,3,16,702,8,340,274.91,Approved,RFP,424,2023-01-18,PO-867198,
19717,2023-01-28,3,27,526,79,45,243.3,Approved,Quotes,247,2023-02-05,PO-151215,
19718,2023-01-08,1,11,238,1,264,435.81,Pending,RFP,,,PO-565772,
19719,2023-01-26,1,28,931,63,653,227.11,Approved,RFP,406,2023-02-09,PO-266070,CTR-2024-4914
19720,2023-01-28,3,15,349,63,937,63.55,Pending,Quotes,,,PO-292517,
19721,2023-01-07,2,15,327,38,47,154.25,Approved,Quotes,587,2023-01-08,PO-645922,CTR-2024-8815
19722,2023-01-29,2,39,309,24,221,131.85,Approved,RFP,89,2023-02-12,PO-315368,CTR-2022-6370
19723,2023-01-07,3,11,774,54,222,384.08,Approved,Contract,153,2023-01-10,PO-808766,CTR-2020-7287
19724,2023-01-28,3,40,395,84,890,441.61,Approved,RFP,180,2023-02-10,,CTR-2024-1216
19725,2023-01-26,1,17,556,25,35,301.77,Pending,RFP,,,PO-563171,CTR-2022-7458
19726,2023-01-08,2,25,773,5,786,116.85,Approved,RFP,346,2023-01-13,PO-960588,
19727,2023-01-01,3,34,462,80,29,134.11,Approved,RFP,5,2023-01-12,,CTR-2025-9780
19728,2023-01-23,1,22,183,87,93,117.72,Approved,Quotes,441,2023-01-25,PO-974408,CTR-2025-5281
19729,2023-01-04,3,33,141,57,201,194.58,Approved,Quotes,866,2023-01-15,,
19730,2023-01-20,3,28,749,6,847,440.66,Approved,Quotes,179,2023-01-25,PO-428264,
19731,2023-01-10,3,24,162,5,327,438.76,Approved,Quotes,218,2023-01-24,PO-861792,CTR-2024-6954
19732,2023-01-26,3,37,345,11,307,311.58,Pending,Quotes,,,,
19733,2023-01-13,1,11,260,55,259,309.32,Approved,Quotes,529,2023-01-18,,
19734,2023-01-12,1,10,90,82,707,375.61,Approved,Quotes,538,2023-01-17,,
19735,2023-01-07,1,20,762,32,26,257.97,Approved,Quotes,783,2023-01-18,,
19736,2023-01-26,2,16,661,24,451,291.38,Rejected,RFP,282,2023-01-28,,
19737,2023-01-10,1,11,1,7,484,426.96,Approved,RFP,152,2023-01-20,PO-857234,CTR-2023-1017
19738,2023-01-15,1,31,734,95,35,417.23,Rejected,Emergency,286,2023-01-24,PO-522530,
19739,2023-01-26,3,40,350,70,336,33.07,Approved,Contract,988,2023-02-09,PO-960083,CTR-2023-3100
19740,2023-01-25,2,30,604,84,369,231.98,Approved,Quotes,120,2023-02-01,,
19741,2023-01-14,1,30,36,74,494,139.22,Approved,Emergency,770,2023-01-21,,
19742,2023-01-06,3,20,812,42,550,348.72,Approved,RFP,675,2023-01-10,PO-908201,
19743,2023-01-16,1,20,737,59,968,142.22,Approved,RFP,972,2023-01-22,PO-728096,CTR-2025-1201
19744,2023-01-25,2,15,317,91,300,91.44,Approved,RFP,317,2023-01-26,PO-216009,
19745,2023-01-02,2,10,230,51,546,159.56,Approved,Contract,395,2023-01-14,,CTR-2022-3736
19746,2023-01-05,3,40,39,88,906,166.46,Pending,Emergency,,,PO-930694,CTR-2025-9545
19747,2023-01-29,2,26,753,79,67,113.24,Approved,RFP,338,2023-02-04,PO-426288,
19748,2023-01-16,3,38,263,25,408,366.93,Approved,Contract,50,2023-01-25,PO-450222,CTR-2023-5262
19749,2023-01-01,2,26,954,54,156,102.15,Approved,Contract,535,2023-01-07,PO-567900,CTR-2021-2187
19750,2023-01-27,2,30,650,24,502,344.85,Rejected,Quotes,524,2023-02-06,,
19751,2023-01-22,1,26,713,51,16,447.33,Pending,Quotes,,,PO-176872,CTR-2020-2344
19752,2023-01-17,3,28,383,50,965,174.91,Approved,Quotes,422,2023-01-29,PO-991765,
19753,2023-01-03,1,27,124,21,191,246.07,Approved,Quotes,954,2023-01-12,PO-652533,
19754,2023-01-28,3,13,982,36,826,137.7,Approved,RFP,896,2023-01-31,PO-473752,
19755,2023-01-11,3,24,429,23,712,352.21,Approved,Quotes,914,2023-01-16,PO-791278,
19756,2023-01-03,2,14,432,2,549,57.2,Pending,RFP,,,PO-895323,
19757,2023-01-28,3,29,514,68,626,94.11,Approved,RFP,388,2023-02-11,,
19758,2023-01-25,3,39,524,29,175,116.18,Approved,RFP,203,2023-01-31,PO-806001,
19759,2023-01-01,1,34,439,56,686,89.34,Approved,Quotes,317,2023-01-02,PO-683757,
19760,2023-01-18,3,22,110,45,273,11.0,Approved,Contract,556,2023-01-26,,CTR-2024-1456
19761,2023-01-29,2,20,15,19,366,24.66,Approved,RFP,180,2023-02-03,,
19762,2023-01-28,1,11,976,95,938,10.36,Pending,RFP,,,PO-568853,
19763,2023-01-16,1,36,272,37,468,172.7,Approved,Quotes,827,2023-01-18,,
19764,2023-01-24,1,37,720,86,193,343.84,Approved,Quotes,82,2023-02-06,PO-217990,
19765,2023-01-13,1,23,124,92,988,279.22,Approved,Quotes,197,2023-01-25,PO-136836,CTR-2023-4854
19766,2023-01-09,2,15,713,12,573,439.32,Approved,Quotes,274,2023-01-13,,CTR-2024-6661
19767,2023-01-13,2,19,888,17,14,13.44,Approved,Contract,930,2023-01-24,,CTR-2025-3994
19768,2023-01-29,1,30,336,68,504,355.0,Approved,Contract,325,2023-02-12,,CTR-2022-5922
19769,2023-01-09,3,39,972,73,511,249.69,Approved,Contract,958,2023-01-14,PO-961760,CTR-2020-2299
19770,2023-01-03,2,38,400,65,366,172.06,Approved,Quotes,70,2023-01-11,PO-760160,
19771,2023-01-24,2,23,814,3,342,340.11,Approved,RFP,960,2023-01-25,,CTR-2021-8590
19772,2023-01-27,1,25,552,10,274,191.05,Rejected,Quotes,37,2023-02-07,,
19773,2023-01-01,3,11,597,35,411,301.07,Approved,Emergency,284,2023-01-08,PO-280506,
19774,2023-01-05,2,11,862,26,97,37.39,Pending,Quotes,,,PO-959519,
19775,2023-01-01,2,36,890,91,824,194.7,Pending,Contract,,,,CTR-2020-1963
19776,2023-01-01,2,10,888,22,693,285.93,Pending,Quotes,,,PO-939780,
19777,2023-01-12,1,39,362,21,462,384.63,Approved,RFP,978,2023-01-17,PO-299072,CTR-2021-6351
